codigo_dane,municipio,subregion,periodo,ano_inicio,ano_fin,clase,hectareas,hectareas_anuales,fuente,estimado
05306,Giraldo,Nutibara,2014-2015,2014,2015,Bosque Estable,1377.1,1377.1,excel,False
05306,Giraldo,Nutibara,2014-2015,2014,2015,No Bosque Estable,7951.63,7951.63,excel,False
05475,Murindó,Atrato,2014-2015,2014,2015,Bosque Estable,80439.02,80439.02,excel,False
05475,Murindó,Atrato,2014-2015,2014,2015,Deforestación,69.43,69.43,excel,False
05475,Murindó,Atrato,2014-2015,2014,2015,No Bosque Estable,22219.47,22219.47,excel,False
05475,Murindó,Atrato,2014-2015,2014,2015,Sin Información,22160.39,22160.39,excel,False
05480,Mutatá,Centro,2014-2015,2014,2015,Bosque Estable,63076.71,63076.71,excel,False
05480,Mutatá,Centro,2014-2015,2014,2015,Deforestación,159.35,159.35,excel,False
05480,Mutatá,Centro,2014-2015,2014,2015,No Bosque Estable,36984.47,36984.47,excel,False
05480,Mutatá,Centro,2014-2015,2014,2015,Sin Información,5655.75,5655.75,excel,False
05490,Necoclí,Caribe,2014-2015,2014,2015,Bosque Estable,14899.98,14899.98,excel,False
05490,Necoclí,Caribe,2014-2015,2014,2015,Deforestación,6.55,6.55,excel,False
05490,Necoclí,Caribe,2014-2015,2014,2015,No Bosque Estable,110066.44,110066.44,excel,False
05490,Necoclí,Caribe,2014-2015,2014,2015,Regeneración,7.47,7.47,excel,False
05490,Necoclí,Caribe,2014-2015,2014,2015,Sin Información,25.21,25.21,excel,False
05543,Peque,Nutibara,2014-2015,2014,2015,Bosque Estable,14215.99,14215.99,excel,False
05543,Peque,Nutibara,2014-2015,2014,2015,Deforestación,19.13,19.13,excel,False
05543,Peque,Nutibara,2014-2015,2014,2015,No Bosque Estable,29057.14,29057.14,excel,False
05543,Peque,Nutibara,2014-2015,2014,2015,Sin Información,45.58,45.58,excel,False
05659,San Juan de Urabá,Caribe,2014-2015,2014,2015,Bosque Estable,68.09,68.09,excel,False
05659,San Juan de Urabá,Caribe,2014-2015,2014,2015,No Bosque Estable,25012.94,25012.94,excel,False
05665,San Pedro de Urabá,Caribe,2014-2015,2014,2015,Bosque Estable,1388.28,1388.28,excel,False
05665,San Pedro de Urabá,Caribe,2014-2015,2014,2015,No Bosque Estable,55094.57,55094.57,excel,False
05665,San Pedro de Urabá,Caribe,2014-2015,2014,2015,Sin Información,23.4,23.4,excel,False
05837,Turbo,Centro,2014-2015,2014,2015,Bosque Estable,64446.85,64446.85,excel,False
05837,Turbo,Centro,2014-2015,2014,2015,Deforestación,1770.9,1770.9,excel,False
05837,Turbo,Centro,2014-2015,2014,2015,No Bosque Estable,221367.83,221367.83,excel,False
05837,Turbo,Centro,2014-2015,2014,2015,Sin Información,1050.69,1050.69,excel,False
05842,Uramita,Nutibara,2014-2015,2014,2015,Bosque Estable,4471.86,4471.86,excel,False
05842,Uramita,Nutibara,2014-2015,2014,2015,Deforestación,36.97,36.97,excel,False
05842,Uramita,Nutibara,2014-2015,2014,2015,No Bosque Estable,22045.81,22045.81,excel,False
05842,Uramita,Nutibara,2014-2015,2014,2015,Sin Información,2.69,2.69,excel,False
05847,Urrao,Urrao,2014-2015,2014,2015,Bosque Estable,174166.67,174166.67,excel,False
05847,Urrao,Urrao,2014-2015,2014,2015,Deforestación,119.1,119.1,excel,False
05847,Urrao,Urrao,2014-2015,2014,2015,No Bosque Estable,77169.86,77169.86,excel,False
05847,Urrao,Urrao,2014-2015,2014,2015,Sin Información,2754.01,2754.01,excel,False
05873,Vigía del Fuerte,Atrato,2014-2015,2014,2015,Bosque Estable,138396.08,138396.08,excel,False
05873,Vigía del Fuerte,Atrato,2014-2015,2014,2015,Deforestación,14.86,14.86,excel,False
05873,Vigía del Fuerte,Atrato,2014-2015,2014,2015,No Bosque Estable,20899.07,20899.07,excel,False
05873,Vigía del Fuerte,Atrato,2014-2015,2014,2015,Sin Información,6126.77,6126.77,excel,False
05004,Abriaquí,Nutibara,2015-2016,2015,2016,Bosque Estable,13877.01,13877.01,dbf-municipal,False
05004,Abriaquí,Nutibara,2015-2016,2015,2016,Deforestación,25.12,25.12,dbf-municipal,False
05004,Abriaquí,Nutibara,2015-2016,2015,2016,No Bosque Estable,15790.14,15790.14,dbf-municipal,False
05045,Apartadó,Centro,2015-2016,2015,2016,Bosque Estable,17913.93,17913.93,dbf-municipal,False
05045,Apartadó,Centro,2015-2016,2015,2016,Deforestación,426.9,426.9,dbf-municipal,False
05045,Apartadó,Centro,2015-2016,2015,2016,No Bosque Estable,34734.24,34734.24,dbf-municipal,False
05045,Apartadó,Centro,2015-2016,2015,2016,Sin Información,320.33,320.33,dbf-municipal,False
05051,Arboletes,Caribe,2015-2016,2015,2016,Bosque Estable,676.41,676.41,dbf-municipal,False
05051,Arboletes,Caribe,2015-2016,2015,2016,Deforestación,3.76,3.76,dbf-municipal,False
05051,Arboletes,Caribe,2015-2016,2015,2016,No Bosque Estable,73516.44,73516.44,dbf-municipal,False
05051,Arboletes,Caribe,2015-2016,2015,2016,Sin Información,0.06,0.06,dbf-municipal,False
05147,Carepa,Centro,2015-2016,2015,2016,Bosque Estable,4863.1,4863.1,dbf-municipal,False
05147,Carepa,Centro,2015-2016,2015,2016,Deforestación,291.46,291.46,dbf-municipal,False
05147,Carepa,Centro,2015-2016,2015,2016,No Bosque Estable,32957.29,32957.29,dbf-municipal,False
05147,Carepa,Centro,2015-2016,2015,2016,Sin Información,343.97,343.97,dbf-municipal,False
05138,Cañasgordas,Nutibara,2015-2016,2015,2016,Bosque Estable,12836.35,12836.35,dbf-municipal,False
05138,Cañasgordas,Nutibara,2015-2016,2015,2016,Deforestación,22.72,22.72,dbf-municipal,False
05138,Cañasgordas,Nutibara,2015-2016,2015,2016,No Bosque Estable,23580.77,23580.77,dbf-municipal,False
05138,Cañasgordas,Nutibara,2015-2016,2015,2016,Sin Información,35.81,35.81,dbf-municipal,False
05172,Chigorodó,Centro,2015-2016,2015,2016,Bosque Estable,19148.51,19148.51,dbf-municipal,False
05172,Chigorodó,Centro,2015-2016,2015,2016,Deforestación,393.27,393.27,dbf-municipal,False
05172,Chigorodó,Centro,2015-2016,2015,2016,No Bosque Estable,49882.09,49882.09,dbf-municipal,False
05172,Chigorodó,Centro,2015-2016,2015,2016,Sin Información,1203.54,1203.54,dbf-municipal,False
05234,Dabeiba,Nutibara,2015-2016,2015,2016,Bosque Estable,121485.74,121485.74,dbf-municipal,False
05234,Dabeiba,Nutibara,2015-2016,2015,2016,Deforestación,250.37,250.37,dbf-municipal,False
05234,Dabeiba,Nutibara,2015-2016,2015,2016,No Bosque Estable,50699.43,50699.43,dbf-municipal,False
05234,Dabeiba,Nutibara,2015-2016,2015,2016,Sin Información,22787.22,22787.22,dbf-municipal,False
05284,Frontino,Nutibara,2015-2016,2015,2016,Bosque Estable,87856.91,87856.91,dbf-municipal,False
05284,Frontino,Nutibara,2015-2016,2015,2016,Deforestación,188.87,188.87,dbf-municipal,False
05284,Frontino,Nutibara,2015-2016,2015,2016,No Bosque Estable,43790.43,43790.43,dbf-municipal,False
05284,Frontino,Nutibara,2015-2016,2015,2016,Sin Información,6609.38,6609.38,dbf-municipal,False
05306,Giraldo,Nutibara,2015-2016,2015,2016,Bosque Estable,1593.41,1593.41,dbf-municipal,False
05306,Giraldo,Nutibara,2015-2016,2015,2016,Deforestación,2.77,2.77,dbf-municipal,False
05306,Giraldo,Nutibara,2015-2016,2015,2016,No Bosque Estable,7742.03,7742.03,dbf-municipal,False
05475,Murindó,Atrato,2015-2016,2015,2016,Bosque Estable,69564.38,69564.38,dbf-municipal,False
05475,Murindó,Atrato,2015-2016,2015,2016,Deforestación,122.77,122.77,dbf-municipal,False
05475,Murindó,Atrato,2015-2016,2015,2016,No Bosque Estable,22605.74,22605.74,dbf-municipal,False
05475,Murindó,Atrato,2015-2016,2015,2016,Sin Información,32915.67,32915.67,dbf-municipal,False
05480,Mutatá,Centro,2015-2016,2015,2016,Bosque Estable,63004.64,63004.64,dbf-municipal,False
05480,Mutatá,Centro,2015-2016,2015,2016,Deforestación,360.19,360.19,dbf-municipal,False
05480,Mutatá,Centro,2015-2016,2015,2016,No Bosque Estable,36702.86,36702.86,dbf-municipal,False
05480,Mutatá,Centro,2015-2016,2015,2016,Sin Información,6022.22,6022.22,dbf-municipal,False
05490,Necoclí,Caribe,2015-2016,2015,2016,Bosque Estable,14223.82,14223.82,dbf-municipal,False
05490,Necoclí,Caribe,2015-2016,2015,2016,Deforestación,56.97,56.97,dbf-municipal,False
05490,Necoclí,Caribe,2015-2016,2015,2016,No Bosque Estable,111033.96,111033.96,dbf-municipal,False
05490,Necoclí,Caribe,2015-2016,2015,2016,Sin Información,0.21,0.21,dbf-municipal,False
05543,Peque,Nutibara,2015-2016,2015,2016,Bosque Estable,14118.55,14118.55,dbf-municipal,False
05543,Peque,Nutibara,2015-2016,2015,2016,Deforestación,4.54,4.54,dbf-municipal,False
05543,Peque,Nutibara,2015-2016,2015,2016,No Bosque Estable,29110.06,29110.06,dbf-municipal,False
05543,Peque,Nutibara,2015-2016,2015,2016,Sin Información,144.44,144.44,dbf-municipal,False
05659,San Juan de Urabá,Caribe,2015-2016,2015,2016,Bosque Estable,66.62,66.62,dbf-municipal,False
05659,San Juan de Urabá,Caribe,2015-2016,2015,2016,No Bosque Estable,25068.11,25068.11,dbf-municipal,False
05659,San Juan de Urabá,Caribe,2015-2016,2015,2016,Sin Información,0.15,0.15,dbf-municipal,False
05665,San Pedro de Urabá,Caribe,2015-2016,2015,2016,Bosque Estable,1398.28,1398.28,dbf-municipal,False
05665,San Pedro de Urabá,Caribe,2015-2016,2015,2016,Deforestación,6.75,6.75,dbf-municipal,False
05665,San Pedro de Urabá,Caribe,2015-2016,2015,2016,No Bosque Estable,55185.19,55185.19,dbf-municipal,False
05665,San Pedro de Urabá,Caribe,2015-2016,2015,2016,Sin Información,12.74,12.74,dbf-municipal,False
05837,Turbo,Centro,2015-2016,2015,2016,Bosque Estable,61877.74,61877.74,dbf-municipal,False
05837,Turbo,Centro,2015-2016,2015,2016,Deforestación,3222.95,3222.95,dbf-municipal,False
05837,Turbo,Centro,2015-2016,2015,2016,No Bosque Estable,223881.59,223881.59,dbf-municipal,False
05837,Turbo,Centro,2015-2016,2015,2016,Sin Información,399.44,399.44,dbf-municipal,False
05842,Uramita,Nutibara,2015-2016,2015,2016,Bosque Estable,4624.02,4624.02,dbf-municipal,False
05842,Uramita,Nutibara,2015-2016,2015,2016,Deforestación,7.57,7.57,dbf-municipal,False
05842,Uramita,Nutibara,2015-2016,2015,2016,No Bosque Estable,21962.11,21962.11,dbf-municipal,False
05847,Urrao,Urrao,2015-2016,2015,2016,Bosque Estable,165075.7,165075.7,dbf-municipal,False
05847,Urrao,Urrao,2015-2016,2015,2016,Deforestación,328.1,328.1,dbf-municipal,False
05847,Urrao,Urrao,2015-2016,2015,2016,No Bosque Estable,76152.26,76152.26,dbf-municipal,False
05847,Urrao,Urrao,2015-2016,2015,2016,Sin Información,13066.98,13066.98,dbf-municipal,False
05873,Vigía del Fuerte,Atrato,2015-2016,2015,2016,Bosque Estable,112615.37,112615.37,dbf-municipal,False
05873,Vigía del Fuerte,Atrato,2015-2016,2015,2016,Deforestación,55.96,55.96,dbf-municipal,False
05873,Vigía del Fuerte,Atrato,2015-2016,2015,2016,No Bosque Estable,19728.06,19728.06,dbf-municipal,False
05873,Vigía del Fuerte,Atrato,2015-2016,2015,2016,Sin Información,33457.54,33457.54,dbf-municipal,False
05004,Abriaquí,Nutibara,2016-2017,2016,2017,Bosque Estable,13665.0,13665.0,shapefile,False
05004,Abriaquí,Nutibara,2016-2017,2016,2017,Deforestación,35.66,35.66,shapefile,False
05004,Abriaquí,Nutibara,2016-2017,2016,2017,No Bosque Estable,15962.38,15962.38,shapefile,False
05045,Apartadó,Centro,2016-2017,2016,2017,Bosque Estable,17473.42,17473.42,shapefile,False
05045,Apartadó,Centro,2016-2017,2016,2017,Deforestación,241.81,241.81,shapefile,False
05045,Apartadó,Centro,2016-2017,2016,2017,No Bosque Estable,35185.86,35185.86,shapefile,False
05045,Apartadó,Centro,2016-2017,2016,2017,Regeneración,12.92,12.92,shapefile,False
05045,Apartadó,Centro,2016-2017,2016,2017,Sin Información,366.05,366.05,shapefile,False
05051,Arboletes,Caribe,2016-2017,2016,2017,Bosque Estable,675.21,675.21,shapefile,False
05051,Arboletes,Caribe,2016-2017,2016,2017,Deforestación,16.13,16.13,shapefile,False
05051,Arboletes,Caribe,2016-2017,2016,2017,No Bosque Estable,73316.17,73316.17,shapefile,False
05051,Arboletes,Caribe,2016-2017,2016,2017,Regeneración,57.47,57.47,shapefile,False
05051,Arboletes,Caribe,2016-2017,2016,2017,Sin Información,0.77,0.77,shapefile,False
05147,Carepa,Centro,2016-2017,2016,2017,Bosque Estable,4651.25,4651.25,shapefile,False
05147,Carepa,Centro,2016-2017,2016,2017,Deforestación,63.9,63.9,shapefile,False
05147,Carepa,Centro,2016-2017,2016,2017,No Bosque Estable,33302.88,33302.88,shapefile,False
05147,Carepa,Centro,2016-2017,2016,2017,Sin Información,346.45,346.45,shapefile,False
05138,Cañasgordas,Nutibara,2016-2017,2016,2017,Bosque Estable,12398.52,12398.52,shapefile,False
05138,Cañasgordas,Nutibara,2016-2017,2016,2017,Deforestación,60.61,60.61,shapefile,False
05138,Cañasgordas,Nutibara,2016-2017,2016,2017,No Bosque Estable,23950.24,23950.24,shapefile,False
05138,Cañasgordas,Nutibara,2016-2017,2016,2017,Sin Información,35.75,35.75,shapefile,False
05172,Chigorodó,Centro,2016-2017,2016,2017,Bosque Estable,18568.37,18568.37,shapefile,False
05172,Chigorodó,Centro,2016-2017,2016,2017,Deforestación,269.22,269.22,shapefile,False
05172,Chigorodó,Centro,2016-2017,2016,2017,No Bosque Estable,50421.9,50421.9,shapefile,False
05172,Chigorodó,Centro,2016-2017,2016,2017,Sin Información,1202.7,1202.7,shapefile,False
05234,Dabeiba,Nutibara,2016-2017,2016,2017,Bosque Estable,120185.76,120185.76,shapefile,False
05234,Dabeiba,Nutibara,2016-2017,2016,2017,Deforestación,392.7,392.7,shapefile,False
05234,Dabeiba,Nutibara,2016-2017,2016,2017,No Bosque Estable,51551.77,51551.77,shapefile,False
05234,Dabeiba,Nutibara,2016-2017,2016,2017,Sin Información,22791.71,22791.71,shapefile,False
05284,Frontino,Nutibara,2016-2017,2016,2017,Bosque Estable,86508.78,86508.78,shapefile,False
05284,Frontino,Nutibara,2016-2017,2016,2017,Deforestación,470.15,470.15,shapefile,False
05284,Frontino,Nutibara,2016-2017,2016,2017,No Bosque Estable,44627.14,44627.14,shapefile,False
05284,Frontino,Nutibara,2016-2017,2016,2017,Sin Información,6619.39,6619.39,shapefile,False
05306,Giraldo,Nutibara,2016-2017,2016,2017,Bosque Estable,1519.05,1519.05,shapefile,False
05306,Giraldo,Nutibara,2016-2017,2016,2017,Deforestación,13.06,13.06,shapefile,False
05306,Giraldo,Nutibara,2016-2017,2016,2017,No Bosque Estable,7800.15,7800.15,shapefile,False
05475,Murindó,Atrato,2016-2017,2016,2017,Bosque Estable,69025.4,69025.4,shapefile,False
05475,Murindó,Atrato,2016-2017,2016,2017,Deforestación,242.73,242.73,shapefile,False
05475,Murindó,Atrato,2016-2017,2016,2017,No Bosque Estable,22755.21,22755.21,shapefile,False
05475,Murindó,Atrato,2016-2017,2016,2017,Sin Información,32870.4,32870.4,shapefile,False
05480,Mutatá,Centro,2016-2017,2016,2017,Bosque Estable,62108.21,62108.21,shapefile,False
05480,Mutatá,Centro,2016-2017,2016,2017,Deforestación,517.24,517.24,shapefile,False
05480,Mutatá,Centro,2016-2017,2016,2017,No Bosque Estable,37234.27,37234.27,shapefile,False
05480,Mutatá,Centro,2016-2017,2016,2017,Sin Información,6028.1,6028.1,shapefile,False
05490,Necoclí,Caribe,2016-2017,2016,2017,Bosque Estable,14241.75,14241.75,shapefile,False
05490,Necoclí,Caribe,2016-2017,2016,2017,Deforestación,32.23,32.23,shapefile,False
05490,Necoclí,Caribe,2016-2017,2016,2017,No Bosque Estable,110720.65,110720.65,shapefile,False
05490,Necoclí,Caribe,2016-2017,2016,2017,Regeneración,19.66,19.66,shapefile,False
05490,Necoclí,Caribe,2016-2017,2016,2017,Sin Información,0.06,0.06,shapefile,False
05543,Peque,Nutibara,2016-2017,2016,2017,Bosque Estable,13893.21,13893.21,shapefile,False
05543,Peque,Nutibara,2016-2017,2016,2017,Deforestación,39.28,39.28,shapefile,False
05543,Peque,Nutibara,2016-2017,2016,2017,No Bosque Estable,29278.84,29278.84,shapefile,False
05543,Peque,Nutibara,2016-2017,2016,2017,Sin Información,144.81,144.81,shapefile,False
05659,San Juan de Urabá,Caribe,2016-2017,2016,2017,Bosque Estable,67.51,67.51,shapefile,False
05659,San Juan de Urabá,Caribe,2016-2017,2016,2017,No Bosque Estable,25015.82,25015.82,shapefile,False
05665,San Pedro de Urabá,Caribe,2016-2017,2016,2017,Bosque Estable,1406.95,1406.95,shapefile,False
05665,San Pedro de Urabá,Caribe,2016-2017,2016,2017,Deforestación,2.96,2.96,shapefile,False
05665,San Pedro de Urabá,Caribe,2016-2017,2016,2017,No Bosque Estable,55092.98,55092.98,shapefile,False
05665,San Pedro de Urabá,Caribe,2016-2017,2016,2017,Sin Información,13.09,13.09,shapefile,False
05837,Turbo,Centro,2016-2017,2016,2017,Bosque Estable,61093.44,61093.44,shapefile,False
05837,Turbo,Centro,2016-2017,2016,2017,Deforestación,734.38,734.38,shapefile,False
05837,Turbo,Centro,2016-2017,2016,2017,No Bosque Estable,226104.46,226104.46,shapefile,False
05837,Turbo,Centro,2016-2017,2016,2017,Regeneración,43.59,43.59,shapefile,False
05837,Turbo,Centro,2016-2017,2016,2017,Sin Información,675.16,675.16,shapefile,False
05842,Uramita,Nutibara,2016-2017,2016,2017,Bosque Estable,4389.69,4389.69,shapefile,False
05842,Uramita,Nutibara,2016-2017,2016,2017,Deforestación,39.22,39.22,shapefile,False
05842,Uramita,Nutibara,2016-2017,2016,2017,No Bosque Estable,22135.61,22135.61,shapefile,False
05847,Urrao,Urrao,2016-2017,2016,2017,Bosque Estable,162703.85,162703.85,shapefile,False
05847,Urrao,Urrao,2016-2017,2016,2017,Deforestación,656.33,656.33,shapefile,False
05847,Urrao,Urrao,2016-2017,2016,2017,No Bosque Estable,76365.42,76365.42,shapefile,False
05847,Urrao,Urrao,2016-2017,2016,2017,Sin Información,14536.4,14536.4,shapefile,False
05873,Vigía del Fuerte,Atrato,2016-2017,2016,2017,Bosque Estable,111916.85,111916.85,shapefile,False
05873,Vigía del Fuerte,Atrato,2016-2017,2016,2017,Deforestación,110.78,110.78,shapefile,False
05873,Vigía del Fuerte,Atrato,2016-2017,2016,2017,No Bosque Estable,19781.51,19781.51,shapefile,False
05873,Vigía del Fuerte,Atrato,2016-2017,2016,2017,Sin Información,33634.91,33634.91,shapefile,False
05004,Abriaquí,Nutibara,2017-2018,2017,2018,Bosque Estable,13654.53,13654.53,shapefile,False
05004,Abriaquí,Nutibara,2017-2018,2017,2018,Deforestación,4.28,4.28,shapefile,False
05004,Abriaquí,Nutibara,2017-2018,2017,2018,No Bosque Estable,16002.85,16002.85,shapefile,False
05004,Abriaquí,Nutibara,2017-2018,2017,2018,Sin Información,1.32,1.32,shapefile,False
05045,Apartadó,Centro,2017-2018,2017,2018,Bosque Estable,15722.06,15722.06,shapefile,False
05045,Apartadó,Centro,2017-2018,2017,2018,Deforestación,154.92,154.92,shapefile,False
05045,Apartadó,Centro,2017-2018,2017,2018,No Bosque Estable,37331.57,37331.57,shapefile,False
05045,Apartadó,Centro,2017-2018,2017,2018,Regeneración,1.63,1.63,shapefile,False
05045,Apartadó,Centro,2017-2018,2017,2018,Sin Información,69.74,69.74,shapefile,False
05051,Arboletes,Caribe,2017-2018,2017,2018,Bosque Estable,2054.89,2054.89,shapefile,False
05051,Arboletes,Caribe,2017-2018,2017,2018,No Bosque Estable,71854.77,71854.77,shapefile,False
05051,Arboletes,Caribe,2017-2018,2017,2018,Regeneración,5.53,5.53,shapefile,False
05051,Arboletes,Caribe,2017-2018,2017,2018,Sin Información,149.98,149.98,shapefile,False
05147,Carepa,Centro,2017-2018,2017,2018,Bosque Estable,4064.35,4064.35,shapefile,False
05147,Carepa,Centro,2017-2018,2017,2018,Deforestación,285.77,285.77,shapefile,False
05147,Carepa,Centro,2017-2018,2017,2018,No Bosque Estable,34007.48,34007.48,shapefile,False
05147,Carepa,Centro,2017-2018,2017,2018,Sin Información,6.57,6.57,shapefile,False
05138,Cañasgordas,Nutibara,2017-2018,2017,2018,Bosque Estable,12232.74,12232.74,shapefile,False
05138,Cañasgordas,Nutibara,2017-2018,2017,2018,No Bosque Estable,24029.03,24029.03,shapefile,False
05138,Cañasgordas,Nutibara,2017-2018,2017,2018,Regeneración,1.02,1.02,shapefile,False
05138,Cañasgordas,Nutibara,2017-2018,2017,2018,Sin Información,182.08,182.08,shapefile,False
05172,Chigorodó,Centro,2017-2018,2017,2018,Bosque Estable,18948.66,18948.66,shapefile,False
05172,Chigorodó,Centro,2017-2018,2017,2018,Deforestación,39.07,39.07,shapefile,False
05172,Chigorodó,Centro,2017-2018,2017,2018,No Bosque Estable,51400.19,51400.19,shapefile,False
05172,Chigorodó,Centro,2017-2018,2017,2018,Sin Información,74.5,74.5,shapefile,False
05234,Dabeiba,Nutibara,2017-2018,2017,2018,Bosque Estable,138441.0,138441.0,shapefile,False
05234,Dabeiba,Nutibara,2017-2018,2017,2018,Deforestación,168.52,168.52,shapefile,False
05234,Dabeiba,Nutibara,2017-2018,2017,2018,No Bosque Estable,53674.56,53674.56,shapefile,False
05234,Dabeiba,Nutibara,2017-2018,2017,2018,Regeneración,10.58,10.58,shapefile,False
05234,Dabeiba,Nutibara,2017-2018,2017,2018,Sin Información,2628.06,2628.06,shapefile,False
05284,Frontino,Nutibara,2017-2018,2017,2018,Bosque Estable,92251.21,92251.21,shapefile,False
05284,Frontino,Nutibara,2017-2018,2017,2018,Deforestación,121.1,121.1,shapefile,False
05284,Frontino,Nutibara,2017-2018,2017,2018,No Bosque Estable,45545.36,45545.36,shapefile,False
05284,Frontino,Nutibara,2017-2018,2017,2018,Regeneración,7.25,7.25,shapefile,False
05284,Frontino,Nutibara,2017-2018,2017,2018,Sin Información,300.54,300.54,shapefile,False
05306,Giraldo,Nutibara,2017-2018,2017,2018,Bosque Estable,1516.78,1516.78,shapefile,False
05306,Giraldo,Nutibara,2017-2018,2017,2018,No Bosque Estable,7815.48,7815.48,shapefile,False
05475,Murindó,Atrato,2017-2018,2017,2018,Bosque Estable,99309.9,99309.9,shapefile,False
05475,Murindó,Atrato,2017-2018,2017,2018,Deforestación,195.56,195.56,shapefile,False
05475,Murindó,Atrato,2017-2018,2017,2018,No Bosque Estable,24733.98,24733.98,shapefile,False
05475,Murindó,Atrato,2017-2018,2017,2018,Regeneración,17.49,17.49,shapefile,False
05475,Murindó,Atrato,2017-2018,2017,2018,Sin Información,636.77,636.77,shapefile,False
05480,Mutatá,Centro,2017-2018,2017,2018,Bosque Estable,65656.25,65656.25,shapefile,False
05480,Mutatá,Centro,2017-2018,2017,2018,Deforestación,136.6,136.6,shapefile,False
05480,Mutatá,Centro,2017-2018,2017,2018,No Bosque Estable,38822.64,38822.64,shapefile,False
05480,Mutatá,Centro,2017-2018,2017,2018,Regeneración,0.38,0.38,shapefile,False
05480,Mutatá,Centro,2017-2018,2017,2018,Sin Información,1272.38,1272.38,shapefile,False
05490,Necoclí,Caribe,2017-2018,2017,2018,Bosque Estable,17437.92,17437.92,shapefile,False
05490,Necoclí,Caribe,2017-2018,2017,2018,Deforestación,6.16,6.16,shapefile,False
05490,Necoclí,Caribe,2017-2018,2017,2018,No Bosque Estable,107530.98,107530.98,shapefile,False
05490,Necoclí,Caribe,2017-2018,2017,2018,Regeneración,1.22,1.22,shapefile,False
05490,Necoclí,Caribe,2017-2018,2017,2018,Sin Información,37.2,37.2,shapefile,False
05543,Peque,Nutibara,2017-2018,2017,2018,Bosque Estable,13328.65,13328.65,shapefile,False
05543,Peque,Nutibara,2017-2018,2017,2018,Deforestación,18.58,18.58,shapefile,False
05543,Peque,Nutibara,2017-2018,2017,2018,No Bosque Estable,29354.92,29354.92,shapefile,False
05543,Peque,Nutibara,2017-2018,2017,2018,Sin Información,653.23,653.23,shapefile,False
05659,San Juan de Urabá,Caribe,2017-2018,2017,2018,Bosque Estable,581.07,581.07,shapefile,False
05659,San Juan de Urabá,Caribe,2017-2018,2017,2018,Deforestación,2.67,2.67,shapefile,False
05659,San Juan de Urabá,Caribe,2017-2018,2017,2018,No Bosque Estable,24337.18,24337.18,shapefile,False
05659,San Juan de Urabá,Caribe,2017-2018,2017,2018,Regeneración,1.77,1.77,shapefile,False
05659,San Juan de Urabá,Caribe,2017-2018,2017,2018,Sin Información,160.6,160.6,shapefile,False
05665,San Pedro de Urabá,Caribe,2017-2018,2017,2018,Bosque Estable,2447.76,2447.76,shapefile,False
05665,San Pedro de Urabá,Caribe,2017-2018,2017,2018,Deforestación,6.27,6.27,shapefile,False
05665,San Pedro de Urabá,Caribe,2017-2018,2017,2018,No Bosque Estable,54056.29,54056.29,shapefile,False
05665,San Pedro de Urabá,Caribe,2017-2018,2017,2018,Regeneración,1.11,1.11,shapefile,False
05665,San Pedro de Urabá,Caribe,2017-2018,2017,2018,Sin Información,3.79,3.79,shapefile,False
05837,Turbo,Centro,2017-2018,2017,2018,Bosque Estable,58859.78,58859.78,shapefile,False
05837,Turbo,Centro,2017-2018,2017,2018,Deforestación,311.1,311.1,shapefile,False
05837,Turbo,Centro,2017-2018,2017,2018,No Bosque Estable,229452.93,229452.93,shapefile,False
05837,Turbo,Centro,2017-2018,2017,2018,Sin Información,28.63,28.63,shapefile,False
05842,Uramita,Nutibara,2017-2018,2017,2018,Bosque Estable,4362.81,4362.81,shapefile,False
05842,Uramita,Nutibara,2017-2018,2017,2018,Deforestación,8.92,8.92,shapefile,False
05842,Uramita,Nutibara,2017-2018,2017,2018,No Bosque Estable,22186.72,22186.72,shapefile,False
05842,Uramita,Nutibara,2017-2018,2017,2018,Regeneración,6.07,6.07,shapefile,False
05847,Urrao,Urrao,2017-2018,2017,2018,Bosque Estable,173157.57,173157.57,shapefile,False
05847,Urrao,Urrao,2017-2018,2017,2018,Deforestación,237.82,237.82,shapefile,False
05847,Urrao,Urrao,2017-2018,2017,2018,No Bosque Estable,77667.46,77667.46,shapefile,False
05847,Urrao,Urrao,2017-2018,2017,2018,Regeneración,3.53,3.53,shapefile,False
05847,Urrao,Urrao,2017-2018,2017,2018,Sin Información,3196.67,3196.67,shapefile,False
05873,Vigía del Fuerte,Atrato,2017-2018,2017,2018,Bosque Estable,143129.6,143129.6,shapefile,False
05873,Vigía del Fuerte,Atrato,2017-2018,2017,2018,Deforestación,67.82,67.82,shapefile,False
05873,Vigía del Fuerte,Atrato,2017-2018,2017,2018,No Bosque Estable,20850.24,20850.24,shapefile,False
05873,Vigía del Fuerte,Atrato,2017-2018,2017,2018,Regeneración,3.46,3.46,shapefile,False
05873,Vigía del Fuerte,Atrato,2017-2018,2017,2018,Sin Información,1393.32,1393.32,shapefile,False
05004,Abriaquí,Nutibara,2018-2019,2018,2019,Deforestación,2.7,2.7,estimado,True
05045,Apartadó,Centro,2018-2019,2018,2019,Deforestación,97.73,97.73,estimado,True
05051,Arboletes,Caribe,2018-2019,2018,2019,Deforestación,10.53,10.53,estimado,True
05147,Carepa,Centro,2018-2019,2018,2019,Deforestación,168.34,168.34,estimado,True
05138,Cañasgordas,Nutibara,2018-2019,2018,2019,Deforestación,49.62,49.62,estimado,True
