periodo,ano_inicio,ano_fin,nombre,categoria,clase,hectareas,hectareas_anuales,n_poligonos,fuente,flag_calidad,es_duplicado,usado_en_agregados
2022-2023,2022,2023,Los Horizontales,Reserva Natural de la Sociedad Civil,Bosque Estable,710.69,710.69,14,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Los Horizontales,Reserva Natural de la Sociedad Civil,No Bosque Estable,409.52,409.52,49,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Musinga,Reserva Natural de la Sociedad Civil,Bosque Estable,970.56,970.56,14,shapefile,geometria_epsg3115,False,True
2022-2023,2022,2023,Musinga,Reserva Natural de la Sociedad Civil,No Bosque Estable,472.79,472.79,14,shapefile,geometria_epsg3115,False,True
2023-2024,2023,2024,Alto de Insor,Distrito Regional de Manejo Integrado,Bosque Estable,,,61,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Alto de Insor,Distrito Regional de Manejo Integrado,Regeneración,,,68,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Bosque Estable,,,146,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Deforestación,,,6,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,"Ensenada de Rionegro, los Bajos Aledanos",Distrito Regional de Manejo Integrado,Regeneración,,,152,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Serranía de Abibe,Distrito Regional de Manejo Integrado,Bosque Estable,,,621,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Serranía de Abibe,Distrito Regional de Manejo Integrado,Deforestación,,,24,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Serranía de Abibe,Distrito Regional de Manejo Integrado,Regeneración,,,496,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Peque,Distrito de Conservación de Suelos,Bosque Estable,,,279,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Peque,Distrito de Conservación de Suelos,Regeneración,,,129,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Las Orquideas,Parque Nacional Natural,Bosque Estable,,,62,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Las Orquideas,Parque Nacional Natural,Deforestación,,,20,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Las Orquideas,Parque Nacional Natural,Regeneración,,,348,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Los Katío,Parque Nacional Natural,Bosque Estable,,,47,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Los Katío,Parque Nacional Natural,Regeneración,,,3,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Paramillo,Parque Nacional Natural,Bosque Estable,,,28,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Paramillo,Parque Nacional Natural,Deforestación,,,1,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Paramillo,Parque Nacional Natural,Regeneración,,,97,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Bosque Estable,,,10,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Humedales entre los Rios Leon y Suriqui,Parque Regional Natural,Regeneración,,,16,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Carauta,Reserva Forestal Protectora Nacional,Bosque Estable,,,332,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Carauta,Reserva Forestal Protectora Nacional,Deforestación,,,31,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Carauta,Reserva Forestal Protectora Nacional,Regeneración,,,492,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,De Urrao,Reserva Forestal Protectora Nacional,Bosque Estable,,,91,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,De Urrao,Reserva Forestal Protectora Nacional,Deforestación,,,2,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,De Urrao,Reserva Forestal Protectora Nacional,Regeneración,,,177,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Río León,Reserva Forestal Protectora Nacional,Bosque Estable,,,25,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Río León,Reserva Forestal Protectora Nacional,Deforestación,,,2,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Río León,Reserva Forestal Protectora Nacional,Regeneración,,,3,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Buenos Aires,Reserva Natural de la Sociedad Civil,Bosque Estable,,,1,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Buenos Aires,Reserva Natural de la Sociedad Civil,Regeneración,,,4,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,,,1,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Colibrí del Sol,Reserva Natural de la Sociedad Civil,Regeneración,,,5,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,Bosque Estable,,,9,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,De Las Aves Colibrí del Sol,Reserva Natural de la Sociedad Civil,Regeneración,,,10,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,El Raudal,Reserva Natural de la Sociedad Civil,Bosque Estable,,,1,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,El Raudal,Reserva Natural de la Sociedad Civil,Regeneración,,,1,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,La Rayuela,Reserva Natural de la Sociedad Civil,Bosque Estable,,,1,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,La Rayuela,Reserva Natural de la Sociedad Civil,Regeneración,,,1,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,La Rivera,Reserva Natural de la Sociedad Civil,Bosque Estable,,,1,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,La Rivera,Reserva Natural de la Sociedad Civil,Regeneración,,,2,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,La Violeta,Reserva Natural de la Sociedad Civil,Regeneración,,,1,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Las Brisas,Reserva Natural de la Sociedad Civil,Bosque Estable,,,1,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Las Brisas,Reserva Natural de la Sociedad Civil,Regeneración,,,2,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Los Horizontales,Reserva Natural de la Sociedad Civil,Bosque Estable,,,15,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Los Horizontales,Reserva Natural de la Sociedad Civil,Deforestación,,,1,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Los Horizontales,Reserva Natural de la Sociedad Civil,Regeneración,,,39,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Musinga,Reserva Natural de la Sociedad Civil,Bosque Estable,,,14,dbf_huerfano,solo_conteo_sin_area,False,False
2023-2024,2023,2024,Musinga,Reserva Natural de la Sociedad Civil,Regeneración,,,13,dbf_huerfano,solo_conteo_sin_area,False,False
