periodo,ano_inicio,ano_fin,resguardo,pueblo,clase,hectareas,hectareas_anuales,poligonos,fuente,calidad_fuente
2002-2004,2002,2004,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,No Bosque Estable,168.58,84.29,27,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Sin Información,4.64,2.32,7,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,Bosque Estable,115.33,57.66,11,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,No Bosque Estable,85.43,42.72,14,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Bosque Estable,6142.01,3071.0,62,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Deforestación,2.72,1.36,3,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,No Bosque Estable,798.23,399.12,170,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Sin Información,1.27,0.64,1,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Bosque Estable,3771.83,1885.92,62,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Deforestación,4.55,2.28,21,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Embera-Katio de Polines,Embera Katío,No Bosque Estable,483.66,241.83,140,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Sin Información,17.17,8.59,25,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,Bosque Estable,4.25,2.12,4,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,No Bosque Estable,127.4,63.7,2,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Bosque Estable,10609.7,5304.85,272,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Deforestación,9.59,4.8,11,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,No Bosque Estable,4562.49,2281.24,545,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Sin Información,10.67,5.34,10,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Murri-pantanos,Embera Katío,Bosque Estable,26800.62,13400.31,284,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Murri-pantanos,Embera Katío,Deforestación,4.67,2.34,11,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Murri-pantanos,Embera Katío,No Bosque Estable,1751.04,875.52,574,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Murri-pantanos,Embera Katío,Sin Información,2752.63,1376.32,164,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,Bosque Estable,15.16,7.58,3,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,No Bosque Estable,87.39,43.7,2,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Senú Los Almendros,Senú/Zenú,No Bosque Estable,24.78,12.39,1,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Yaberarado,Embera Katío,Bosque Estable,6825.82,3412.91,90,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Yaberarado,Embera Katío,Deforestación,57.51,28.76,59,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Yaberarado,Embera Katío,No Bosque Estable,1361.13,680.56,188,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Yaberarado,Embera Katío,Sin Información,118.72,59.36,31,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Zenu Del Volao,Senú/Zenú,Bosque Estable,1.69,0.84,2,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena Zenu Del Volao,Senú/Zenú,No Bosque Estable,366.39,183.2,1,shapefile,geometria
2002-2004,2002,2004,Resguardo Indígena de Canime,Senú/Zenú,No Bosque Estable,26.44,13.22,1,shapefile,geometria
2002-2004,2002,2004,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Bosque Estable,6340.97,3170.48,154,shapefile,geometria
2002-2004,2002,2004,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Deforestación,23.37,11.68,37,shapefile,geometria
2002-2004,2002,2004,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),No Bosque Estable,2677.34,1338.67,328,shapefile,geometria
2002-2004,2002,2004,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Sin Información,9.26,4.63,9,shapefile,geometria
2004-2006,2004,2006,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Bosque Estable,3889.4,1944.7,74,shapefile,geometria
2004-2006,2004,2006,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,No Bosque Estable,882.24,441.12,181,shapefile,geometria
2004-2006,2004,2006,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Sin Información,23.13,11.56,12,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Coribi Bedado,Embera Katío,Bosque Estable,9.19,4.6,4,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Coribi Bedado,Embera Katío,Deforestación,2.21,1.1,3,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Coribi Bedado,Embera Katío,No Bosque Estable,93.92,46.96,1,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena El Mango del Pueblo Senú,Senú/Zenú,No Bosque Estable,53.36,26.68,1,shapefile,geometria
2004-2006,2004,2006,"Resguardo Indígena Embera - Catio de ""El Pital"" - Narikizavi",Embera Katío,Bosque Estable,18.07,9.04,2,shapefile,geometria
2004-2006,2004,2006,"Resguardo Indígena Embera - Catio de ""El Pital"" - Narikizavi",Embera Katío,No Bosque Estable,257.76,128.88,1,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Bosque Estable,37321.4,18660.7,185,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Deforestación,5.39,2.7,9,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,No Bosque Estable,773.14,386.57,478,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Sin Información,3704.91,1852.46,228,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Bosque Estable,5094.51,2547.26,30,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Deforestación,38.03,19.02,15,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,No Bosque Estable,173.2,86.6,97,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Sin Información,26.71,13.36,5,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Bosque Estable,6928.13,3464.06,113,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Deforestación,0.72,0.36,1,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,No Bosque Estable,1753.76,876.88,260,shapefile,geometria
2004-2006,2004,2006,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,Bosque Estable,165.62,82.81,2,shapefile,geometria
2004-2006,2004,2006,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,No Bosque Estable,19.75,9.88,1,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,Bosque Estable,44.73,22.36,22,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,No Bosque Estable,282.36,141.18,13,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera Drua,Embera,Bosque Estable,1.24,0.62,1,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera Drua,Embera,No Bosque Estable,16.83,8.41,1,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera Katio de Sever,Embera Katío,Bosque Estable,8789.81,4394.9,61,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera Katio de Sever,Embera Katío,No Bosque Estable,1218.33,609.16,128,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera Katio de Sever,Embera Katío,Sin Información,195.46,97.73,27,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Bosque Estable,16264.81,8132.4,262,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Deforestación,238.21,119.1,151,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,No Bosque Estable,1449.27,724.64,621,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Sin Información,279.08,139.54,50,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Bosque Estable,12010.25,6005.12,72,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Deforestación,7.23,3.62,12,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Chimurro y Nendo,Embera,No Bosque Estable,1071.5,535.75,357,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Sin Información,95.45,47.72,18,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Bosque Estable,3675.42,1837.71,67,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,No Bosque Estable,1071.73,535.86,168,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Dokerazavi,Embera,Bosque Estable,304.55,152.28,40,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Dokerazavi,Embera,No Bosque Estable,478.37,239.18,19,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de El Salado,Embera,Bosque Estable,15463.09,7731.54,132,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de El Salado,Embera,No Bosque Estable,99.24,49.62,26,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de El Salado,Embera,Sin Información,2526.12,1263.06,153,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Guaguando,Embera,Bosque Estable,11026.24,5513.12,106,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Guaguando,Embera,No Bosque Estable,76.85,38.42,33,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Guaguando,Embera,Sin Información,2889.65,1444.82,79,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Nusido,Embera,Bosque Estable,46.66,23.33,11,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Nusido,Embera,No Bosque Estable,214.27,107.14,3,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Urada Jiguamiando,Embera,Bosque Estable,11.33,5.66,6,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de Urada Jiguamiando,Embera,No Bosque Estable,0.28,0.14,2,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Bosque Estable,4982.15,2491.07,1,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Deforestación,7.46,3.73,12,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,No Bosque Estable,3.13,1.56,8,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Bosque Estable,20719.92,10359.96,59,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Deforestación,1.79,0.9,5,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,No Bosque Estable,403.93,201.96,259,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Sin Información,526.71,263.36,126,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera del Rio Jarapeto,Embera,Bosque Estable,5531.05,2765.52,5,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera del Rio Jarapeto,Embera,Deforestación,2.59,1.3,4,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera del Rio Jarapeto,Embera,No Bosque Estable,50.07,25.04,51,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Bosque Estable,2588.48,1294.24,36,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,No Bosque Estable,464.26,232.13,101,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Sin Información,1.78,0.89,2,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Bosque Estable,16385.04,8192.52,130,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Deforestación,2.73,1.36,2,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,No Bosque Estable,1092.98,546.49,468,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Sin Información,544.88,272.44,82,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Bosque Estable,20022.6,10011.3,159,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Deforestación,37.57,18.78,22,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,No Bosque Estable,1020.0,510.0,357,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Sin Información,2308.06,1154.03,127,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Bosque Estable,30084.8,15042.4,120,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Deforestación,2.29,1.14,6,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,No Bosque Estable,862.19,431.1,541,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Sin Información,769.6,384.8,128,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Bosque Estable,425.97,212.98,20,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,No Bosque Estable,169.48,84.74,29,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,Bosque Estable,115.33,57.66,11,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,No Bosque Estable,85.43,42.72,14,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Bosque Estable,6133.33,3066.66,63,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Deforestación,6.76,3.38,6,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,No Bosque Estable,804.15,402.08,173,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Bosque Estable,3765.28,1882.64,64,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Deforestación,17.31,8.65,21,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Embera-Katio de Polines,Embera Katío,No Bosque Estable,494.62,247.31,149,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,Bosque Estable,4.25,2.12,4,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,No Bosque Estable,127.4,63.7,2,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Bosque Estable,10589.35,5294.68,274,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Deforestación,13.27,6.64,9,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,No Bosque Estable,4579.57,2289.78,551,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Sin Información,10.26,5.13,5,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Murri-pantanos,Embera Katío,Bosque Estable,27720.53,13860.26,230,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Murri-pantanos,Embera Katío,Deforestación,9.41,4.7,5,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Murri-pantanos,Embera Katío,No Bosque Estable,1826.99,913.5,635,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Murri-pantanos,Embera Katío,Sin Información,1752.03,876.02,94,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,Bosque Estable,15.16,7.58,3,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,No Bosque Estable,87.4,43.7,2,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Senú Los Almendros,Senú/Zenú,No Bosque Estable,24.78,12.39,1,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Yaberarado,Embera Katío,Bosque Estable,6862.83,3431.42,79,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Yaberarado,Embera Katío,Deforestación,21.04,10.52,25,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Yaberarado,Embera Katío,No Bosque Estable,1432.07,716.04,193,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Yaberarado,Embera Katío,Sin Información,47.23,23.62,18,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Zenu Del Volao,Senú/Zenú,Bosque Estable,1.69,0.84,2,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena Zenu Del Volao,Senú/Zenú,No Bosque Estable,366.39,183.2,1,shapefile,geometria
2004-2006,2004,2006,Resguardo Indígena de Canime,Senú/Zenú,No Bosque Estable,26.44,13.22,1,shapefile,geometria
2004-2006,2004,2006,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Bosque Estable,6284.51,3142.26,162,shapefile,geometria
2004-2006,2004,2006,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Deforestación,44.25,22.12,37,shapefile,geometria
2004-2006,2004,2006,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),No Bosque Estable,2722.17,1361.08,346,shapefile,geometria
2006-2008,2006,2008,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Bosque Estable,3815.91,1907.96,86,shapefile,geometria
2006-2008,2006,2008,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Deforestación,3.29,1.64,7,shapefile,geometria
2006-2008,2006,2008,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,No Bosque Estable,876.18,438.09,214,shapefile,geometria
