periodo,ano_inicio,ano_fin,resguardo,pueblo,clase,hectareas,hectareas_anuales,poligonos,fuente,calidad_fuente
2006-2008,2006,2008,Resguardo Indígena Coribi Bedado,Embera Katío,No Bosque Estable,96.03,48.02,1,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena El Mango del Pueblo Senú,Senú/Zenú,No Bosque Estable,53.36,26.68,1,shapefile,geometria
2006-2008,2006,2008,"Resguardo Indígena Embera - Catio de ""El Pital"" - Narikizavi",Embera Katío,Bosque Estable,18.7,9.35,3,shapefile,geometria
2006-2008,2006,2008,"Resguardo Indígena Embera - Catio de ""El Pital"" - Narikizavi",Embera Katío,No Bosque Estable,257.13,128.56,1,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Bosque Estable,37181.89,18590.94,228,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Deforestación,3.24,1.62,4,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,No Bosque Estable,817.04,408.52,675,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Sin Información,3802.67,1901.34,423,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Bosque Estable,5054.76,2527.38,31,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Deforestación,20.04,10.02,4,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,No Bosque Estable,192.55,96.28,122,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Sin Información,65.07,32.53,80,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Bosque Estable,6911.77,3455.88,142,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Deforestación,3.29,1.64,5,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,No Bosque Estable,1767.57,883.78,381,shapefile,geometria
2006-2008,2006,2008,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,Bosque Estable,165.74,82.87,3,shapefile,geometria
2006-2008,2006,2008,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,No Bosque Estable,19.63,9.82,1,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,Bosque Estable,44.34,22.17,22,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,No Bosque Estable,282.75,141.38,13,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera Drua,Embera,Bosque Estable,1.24,0.62,1,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera Drua,Embera,No Bosque Estable,16.83,8.41,1,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera Katio de Sever,Embera Katío,Bosque Estable,8505.18,4252.59,92,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera Katio de Sever,Embera Katío,Deforestación,2.31,1.16,2,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera Katio de Sever,Embera Katío,No Bosque Estable,1211.39,605.7,175,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera Katio de Sever,Embera Katío,Sin Información,484.71,242.36,101,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Bosque Estable,16045.57,8022.78,302,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Deforestación,14.77,7.38,3,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,No Bosque Estable,1658.09,829.04,820,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Sin Información,512.97,256.48,249,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Bosque Estable,11868.12,5934.06,93,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Deforestación,1.9,0.95,1,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Chimurro y Nendo,Embera,No Bosque Estable,1050.42,525.21,495,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Sin Información,263.99,132.0,89,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Bosque Estable,3666.0,1833.0,74,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,No Bosque Estable,1074.48,537.24,209,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Sin Información,6.67,3.34,14,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Dokerazavi,Embera,Bosque Estable,304.65,152.32,46,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Dokerazavi,Embera,No Bosque Estable,478.27,239.14,20,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de El Salado,Embera,Bosque Estable,15538.71,7769.36,148,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de El Salado,Embera,Deforestación,0.77,0.38,1,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de El Salado,Embera,No Bosque Estable,95.67,47.84,31,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de El Salado,Embera,Sin Información,2453.28,1226.64,162,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Guaguando,Embera,Bosque Estable,10953.98,5476.99,115,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Guaguando,Embera,No Bosque Estable,57.14,28.57,46,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Guaguando,Embera,Sin Información,2981.61,1490.8,120,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Nusido,Embera,Bosque Estable,46.42,23.21,11,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Nusido,Embera,No Bosque Estable,214.51,107.26,6,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Urada Jiguamiando,Embera,Bosque Estable,11.41,5.7,6,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Urada Jiguamiando,Embera,No Bosque Estable,0.28,0.14,1,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de Urada Jiguamiando,Embera,Sin Información,0.0,0.0,1,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Bosque Estable,4975.63,2487.82,2,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Deforestación,0.94,0.47,1,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,No Bosque Estable,10.79,5.4,22,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Sin Información,5.38,2.69,17,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Bosque Estable,20573.59,10286.8,84,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Deforestación,1.17,0.58,1,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,No Bosque Estable,423.36,211.68,426,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Sin Información,654.48,327.24,378,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera del Rio Jarapeto,Embera,Bosque Estable,5516.44,2758.22,6,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera del Rio Jarapeto,Embera,Deforestación,0.86,0.43,2,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera del Rio Jarapeto,Embera,No Bosque Estable,52.62,26.31,62,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera del Rio Jarapeto,Embera,Sin Información,13.8,6.9,25,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Bosque Estable,2571.45,1285.72,48,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Deforestación,0.75,0.38,2,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,No Bosque Estable,467.99,234.0,131,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Sin Información,14.33,7.16,22,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Bosque Estable,16426.99,8213.5,138,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,No Bosque Estable,1098.46,549.23,645,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Sin Información,500.16,250.08,227,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Bosque Estable,19908.26,9954.13,205,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Deforestación,12.04,6.02,12,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,No Bosque Estable,1055.93,527.96,428,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Sin Información,2411.9,1205.95,184,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Bosque Estable,28613.42,14306.71,274,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Deforestación,20.28,10.14,21,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,No Bosque Estable,859.18,429.59,854,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Sin Información,2225.78,1112.89,366,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Bosque Estable,421.41,210.7,23,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,No Bosque Estable,170.47,85.24,41,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Jenaturado,Embera Katío,Sin Información,3.58,1.79,11,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,Bosque Estable,109.66,54.83,13,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,Deforestación,5.73,2.86,2,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Las Playas,Embera Katío,No Bosque Estable,85.36,42.68,13,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Bosque Estable,6116.89,3058.44,79,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Deforestación,7.85,3.92,12,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,No Bosque Estable,816.64,408.32,212,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Majoré- Ambura,Embera Katío,Sin Información,2.85,1.42,9,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Bosque Estable,3728.96,1864.48,89,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Deforestación,5.9,2.95,8,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Polines,Embera Katío,No Bosque Estable,512.75,256.38,205,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Embera-Katio de Polines,Embera Katío,Sin Información,29.61,14.8,53,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,Bosque Estable,4.25,2.12,4,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Emebera-Katio de Santa Maria - El Charcon,Embera Katío,No Bosque Estable,127.4,63.7,2,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Bosque Estable,10536.44,5268.22,335,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Deforestación,14.45,7.22,16,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,No Bosque Estable,4607.13,2303.56,713,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Emebra - Katio de Chaquenoda,Embera Katío,Sin Información,34.43,17.22,27,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Murri-pantanos,Embera Katío,Bosque Estable,27542.29,13771.14,266,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Murri-pantanos,Embera Katío,Deforestación,15.74,7.87,6,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Murri-pantanos,Embera Katío,No Bosque Estable,1835.69,917.84,744,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Murri-pantanos,Embera Katío,Sin Información,1915.25,957.62,171,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,Bosque Estable,15.0,7.5,3,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Rio Alto De San Juan,Senú/Zenú,No Bosque Estable,87.56,43.78,2,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Senú Los Almendros,Senú/Zenú,No Bosque Estable,24.78,12.39,1,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Yaberarado,Embera Katío,Bosque Estable,6808.41,3404.2,102,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Yaberarado,Embera Katío,Deforestación,33.15,16.58,33,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Yaberarado,Embera Katío,No Bosque Estable,1474.19,737.1,283,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Yaberarado,Embera Katío,Sin Información,47.62,23.81,42,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Zenu Del Volao,Senú/Zenú,Bosque Estable,1.82,0.91,4,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena Zenu Del Volao,Senú/Zenú,No Bosque Estable,366.27,183.14,1,shapefile,geometria
2006-2008,2006,2008,Resguardo Indígena de Canime,Senú/Zenú,No Bosque Estable,26.44,13.22,1,shapefile,geometria
2006-2008,2006,2008,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Bosque Estable,6223.35,3111.68,205,shapefile,geometria
2006-2008,2006,2008,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Deforestación,27.6,13.8,48,shapefile,geometria
2006-2008,2006,2008,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),No Bosque Estable,2799.76,1399.88,463,shapefile,geometria
2006-2008,2006,2008,Resguardo indígena Caiman Nuevo,Tule/Guna (Cuna),Sin Información,0.19,0.1,1,shapefile,geometria
2008-2010,2008,2010,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Bosque Estable,3880.36,1940.18,72,shapefile,geometria
2008-2010,2008,2010,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Deforestación,9.55,4.78,6,shapefile,geometria
2008-2010,2008,2010,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,No Bosque Estable,877.45,438.72,179,shapefile,geometria
2008-2010,2008,2010,Resguardo Embera Katio de Cañaverales - Antado,Embera Katío,Sin Información,27.41,13.7,24,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Coribi Bedado,Embera Katío,Bosque Estable,8.83,4.42,3,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Coribi Bedado,Embera Katío,No Bosque Estable,96.49,48.24,1,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena El Mango del Pueblo Senú,Senú/Zenú,No Bosque Estable,53.36,26.68,1,shapefile,geometria
2008-2010,2008,2010,"Resguardo Indígena Embera - Catio de ""El Pital"" - Narikizavi",Embera Katío,Bosque Estable,18.07,9.04,2,shapefile,geometria
2008-2010,2008,2010,"Resguardo Indígena Embera - Catio de ""El Pital"" - Narikizavi",Embera Katío,No Bosque Estable,257.76,128.88,1,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Bosque Estable,38626.46,19313.23,158,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Deforestación,6.86,3.43,9,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,No Bosque Estable,793.38,396.69,435,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera - Catio del Rio Chajerado,Embera,Sin Información,2378.12,1189.06,287,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Bosque Estable,5034.0,2517.0,31,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Deforestación,22.1,11.05,11,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,No Bosque Estable,216.62,108.31,56,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera - Katio de Chontadural - Cañero,Embera Katío,Sin Información,59.65,29.82,45,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Bosque Estable,6916.88,3458.44,117,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Deforestación,6.55,3.28,13,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,No Bosque Estable,1756.34,878.17,263,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera - Katio de Valle De Perdidas,Embera Katío,Sin Información,2.84,1.42,5,shapefile,geometria
2008-2010,2008,2010,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,Bosque Estable,165.62,82.81,2,shapefile,geometria
2008-2010,2008,2010,"Resguardo Indígena Embera Catio de Choromando Bajo y la Lejia ""Monzhomando""",Embera Katío,No Bosque Estable,19.75,9.88,1,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,Bosque Estable,43.76,21.88,20,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera Chami y Zenu De La Palma,Embera Chamí-Zenú,No Bosque Estable,283.33,141.66,13,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera Drua,Embera,Bosque Estable,1.26,0.63,1,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera Drua,Embera,No Bosque Estable,16.81,8.4,1,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera Katio de Sever,Embera Katío,Bosque Estable,8811.63,4405.81,61,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera Katio de Sever,Embera Katío,No Bosque Estable,1202.44,601.22,107,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera Katio de Sever,Embera Katío,Sin Información,189.53,94.76,38,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Bosque Estable,16031.68,8015.84,260,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Deforestación,65.49,32.74,58,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,No Bosque Estable,1584.2,792.1,602,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera Katio del Rio Murindo,Embera Katío,Sin Información,550.12,275.06,261,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Bosque Estable,11925.57,5962.78,75,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Deforestación,1.77,0.88,2,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Chimurro y Nendo,Embera,No Bosque Estable,1051.61,525.8,363,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Chimurro y Nendo,Embera,Sin Información,205.47,102.74,41,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Bosque Estable,3672.14,1836.07,66,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Deforestación,9.92,4.96,25,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,No Bosque Estable,1057.03,528.52,170,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Chuscal y Tuguridocito,Embera,Sin Información,8.07,4.04,9,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Dokerazavi,Embera,Bosque Estable,303.84,151.92,40,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Dokerazavi,Embera,No Bosque Estable,479.08,239.54,20,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de El Salado,Embera,Bosque Estable,16635.16,8317.58,88,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de El Salado,Embera,Deforestación,6.14,3.07,10,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de El Salado,Embera,No Bosque Estable,189.23,94.62,56,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de El Salado,Embera,Sin Información,1257.9,628.95,129,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Guaguando,Embera,Bosque Estable,11662.36,5831.18,140,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Guaguando,Embera,Deforestación,1.41,0.7,1,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Guaguando,Embera,No Bosque Estable,49.44,24.72,25,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Guaguando,Embera,Sin Información,2279.53,1139.77,136,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Nusido,Embera,Bosque Estable,46.66,23.33,11,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Nusido,Embera,No Bosque Estable,214.27,107.14,3,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Urada Jiguamiando,Embera,Bosque Estable,11.24,5.62,6,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Urada Jiguamiando,Embera,Deforestación,0.05,0.02,2,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Urada Jiguamiando,Embera,No Bosque Estable,0.28,0.14,1,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de Urada Jiguamiando,Embera,Sin Información,0.0,0.0,1,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Bosque Estable,4963.53,2481.76,3,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Deforestación,1.68,0.84,2,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,No Bosque Estable,8.59,4.3,14,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de los Rios Jengado-Apartado,Embera,Sin Información,18.95,9.48,21,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Bosque Estable,21033.41,10516.7,38,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Deforestación,2.08,1.04,3,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,No Bosque Estable,378.1,189.05,240,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera de los Rios Pavarando y Amparrado Medio,Embera,Sin Información,238.98,119.49,125,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera del Rio Jarapeto,Embera,Bosque Estable,5480.07,2740.04,7,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera del Rio Jarapeto,Embera,Deforestación,2.18,1.09,2,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera del Rio Jarapeto,Embera,No Bosque Estable,45.47,22.74,46,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera del Rio Jarapeto,Embera,Sin Información,55.99,28.0,46,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Bosque Estable,2592.22,1296.11,33,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,No Bosque Estable,447.28,223.64,103,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera- Katio de Choromando Alto y Medio,Embera Katío,Sin Información,15.02,7.51,8,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Bosque Estable,16677.4,8338.7,106,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Deforestación,5.09,2.54,9,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,No Bosque Estable,1069.08,534.54,456,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Amparrado Alto Medio,Embera Katío,Sin Información,274.05,137.02,87,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Bosque Estable,21265.84,10632.92,134,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Deforestación,11.3,5.65,12,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,No Bosque Estable,1068.45,534.22,362,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Andabu,Embera Katío,Sin Información,1042.34,521.17,123,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Bosque Estable,29539.27,14769.64,148,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Deforestación,3.64,1.82,6,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,No Bosque Estable,811.09,405.54,494,shapefile,geometria
2008-2010,2008,2010,Resguardo Indígena Embera-Katio de Jaikerazavi,Embera Katío,Sin Información,1364.7,682.35,209,shapefile,geometria
